TF_gene,tissue_bladder,TF_transcript_id_bladder,target_gene_bladder,target_transcript_id_bladder,importance_bladder,bladder_percentage,bladder_opposite_percentage,tissue_uterus,TF_transcript_id_uterus,target_gene_uterus,target_transcript_id_uterus,importance_uterus,uterus_percentage,uterus_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
RUNX1,bladder,RUNX1-202,MEIS1,0,4.408457714445299,0.4650828795404225,0.5349171204595775,uterus,RUNX1-202,LY6H,0,4.36236041680289,0.5349171204595775,0.4650828795404225,-2.64502374859754,Downregulated,True
HEY2,bladder,HEY2-201,PCDHB8,0,4.408151920144779,0.06877687783974346,0.9312231221602565,uterus,HEY2-201,SUSD2,0,5.309776898545629,0.9312231221602566,0.0687768778397434,0.0,0,True
NFE2L2,bladder,NFE2L2-207,SCARA5,SCARA5-204,4.407956914334718,0.1352118695811454,0.8647881304188546,uterus,NFE2L2-207,SIN3A,SIN3A-207,5.46526037739076,0.8647881304188547,0.13521186958114528,0.0,0,True
FOXD4,bladder,FOXD4-201,NUP42,NUP42-210,4.406128084109612,0.06638495092693567,0.9336150490730644,uterus,FOXD4-201,FOXD4,0,4.811229124098248,0.9336150490730643,0.06638495092693575,0.0,0,True
SOX4,bladder,SOX4-201,S100A11,S100A11-201,4.401545997453357,0.05334678603813586,0.9466532139618642,uterus,SOX4-201,SBK1,SBK1-201,4.472362021505959,0.9466532139618642,0.05334678603813581,0.0,0,True
DNAJC2,bladder,DNAJC2-208,RAB34,RAB34-214,4.396410944956829,0.10541423339602096,0.894585766603979,uterus,DNAJC2-203,DNAJC2,0,5.186892383769339,0.8788820022598229,0.12111799774017706,0.0,0,True
TRIM27,bladder,TRIM27-205,MORC3,MORC3-202,4.389923590147627,0.08349496628798371,0.9165050337120163,uterus,TRIM27-205,GPBP1L1,0,5.618908540284542,0.9165050337120163,0.0834949662879837,0.0,0,True
MYBL1,bladder,MYBL1-205,TTC21A,TTC21A-208,4.389474487122653,0.1195516811955168,0.8804483188044832,uterus,MYBL1-204,MYBL1,0,4.983717726039502,0.881769436997319,0.11823056300268098,0.0,0,True
ZSCAN21,bladder,ZSCAN21-201,PRKG1,0,4.388921286659395,0.10509157891078441,0.8949084210892155,uterus,ZSCAN21-201,ZSCAN21,0,6.016373360508338,0.8949084210892155,0.10509157891078447,0.0,0,True
TBX18,bladder,TBX18-201,HABP4,HABP4-203,4.386397877466305,0.0,0.0,uterus,TBX18-202,CIMIP2B,0,7.452555275019008,0.7429146662536782,0.2570853337463218,-3.51394341054963,Downregulated,True
ID3,bladder,ID3-203,AMOTL2,AMOTL2-201,4.385145975433965,0.24826014766665486,0.7517398523333452,uterus,ID3-201,ID3,0,7.908351955691046,0.8097470024524245,0.19025299754757552,0.0,0,True
RXRA,bladder,RXRA-203,AGAP3,AGAP3-204,4.38301658745647,0.11355898257560589,0.8864410174243941,uterus,RXRA-201,RXRA,0,4.436735280788127,0.8498038976609971,0.15019610233900293,0.0,0,True
MYBBP1A,bladder,MYBBP1A-202,THAP5,THAP5-203,4.382563769091825,0.10922102831686847,0.8907789716831316,uterus,MYBBP1A-202,MYBBP1A,0,4.622248515269437,0.8907789716831316,0.10922102831686842,0.0,0,True
NFKB2,bladder,NFKB2-207,AMD1,AMD1-207,4.3824619733111305,0.11559359724757173,0.8844064027524283,uterus,NFKB2-201,UBE2D3,UBE2D3-203,4.807757645696059,0.8701593219104057,0.12984067808959432,0.0,0,True
ARID1A,bladder,ARID1A-201,VCPIP1,VCPIP1-201,4.381952010559059,0.1256259748789098,0.8743740251210902,uterus,ARID1A-211,ARID1A,0,6.351041945416174,0.8866769739979962,0.11332302600200383,0.0,0,True
TSHZ1,bladder,TSHZ1-205,MMP14,MMP14-204,4.379709864429206,0.12471343420449339,0.8752865657955066,uterus,TSHZ1-201,TSHZ1,0,9.183867960159107,0.8706246716256948,0.1293753283743052,0.0,0,True
GATA2,bladder,GATA2-201,PCNX2,0,4.378182393463803,0.09392714363716848,0.9060728563628315,uterus,GATA2-204,GATA2,GATA2-201,4.934001535367186,0.9134448226047354,0.08655517739526464,0.0,0,True
KLF2,bladder,KLF2-201,RBPMS,RBPMS-205,4.373641611564018,0.13335914045936684,0.8666408595406332,uterus,KLF2-201,KLF2,0,4.543779815710406,0.8666408595406331,0.13335914045936692,0.0,0,True
TLE3,bladder,TLE3-206,LGMN,LGMN-211,4.370589756219661,0.11876260928043036,0.8812373907195696,uterus,TLE3-217,CHST15,0,4.241256732749981,0.8733491436100133,0.12665085638998674,0.0,0,True
MTA2,bladder,MTA2-203,ELOVL1,ELOVL1-213,4.370485258539588,0.09005677522235819,0.9099432247776418,uterus,MTA2-201,PUF60,PUF60-219,4.303560657173977,0.8802809800692367,0.11971901993076328,0.0,0,True
SMAD3,bladder,SMAD3-201,PRKAR1A,PRKAR1A-216,4.369865589006717,0.13487370993068773,0.8651262900693123,uterus,SMAD3-201,SERPINE2,SERPINE2-208,4.070517975957883,0.8651262900693122,0.1348737099306878,0.0,0,True
KMT2E,bladder,KMT2E-203,IKZF1,IKZF1-204,4.3683401972185,0.10216938503738947,0.8978306149626105,uterus,KMT2E-203,MRPL3,MRPL3-209,4.003277455428414,0.8978306149626105,0.10216938503738948,0.0,0,True
CC2D1B,bladder,CC2D1B-202,DMXL2,DMXL2-201,4.367709033701577,0.12161351680175475,0.8783864831982453,uterus,CC2D1B-207,INPPL1,0,4.082526134889793,0.8927325747612785,0.10726742523872146,0.0,0,True
SMARCC1,bladder,SMARCC1-201,OSBPL10,0,4.366921616409531,0.16580542197474618,0.8341945780252538,uterus,SMARCC1-201,DCAF12,DCAF12-201,4.0940417935852045,0.8341945780252538,0.16580542197474624,0.0,0,True
RXRB,bladder,RXRB-205,FBF1,FBF1-201,4.366775339204819,0.09041333796457098,0.909586662035429,uterus,RXRB-202,SLC35C2,0,5.621877360869566,0.9023594878136344,0.0976405121863656,0.0,0,True
MED12,bladder,MED12-205,C12orf43,C12orf43-202,4.365843143140942,0.0933329261216138,0.9066670738783862,uterus,MED12-207,KDM5C,KDM5C-214,4.494487739785931,0.9316735305129166,0.06832646948708343,0.0,0,True
PIN1,bladder,PIN1-201,SEC13,SEC13-205,4.365501573001504,0.13122601692088884,0.8687739830791111,uterus,PIN1-201,BAD,BAD-201,6.618361707618753,0.8687739830791111,0.13122601692088887,0.0,0,True
HES1,bladder,HES1-201,TRAPPC4,TRAPPC4-207,4.363548874860194,0.2623027353431571,0.7376972646568429,uterus,HES1-201,HES1,0,7.509938368012561,0.7376972646568429,0.26230273534315707,0.0,0,True
TSHZ3,bladder,TSHZ3-201,ABI2,ABI2-202,4.359994749250779,0.0844144238856181,0.9155855761143818,uterus,TSHZ3-201,TSHZ3,0,4.336129386593504,0.915585576114382,0.08441442388561804,0.0,0,True
VDR,bladder,VDR-206,SLC12A7,SLC12A7-201,4.355898027519808,0.3046560989929095,0.6953439010070905,uterus,VDR-206,VDR,0,3.92859272756882,0.6953439010070904,0.3046560989929096,-1.73356673459299,Downregulated,True
SALL2,bladder,SALL2-207,TMEM143,TMEM143-203,4.351858599063874,0.07563435986312934,0.9243656401368706,uterus,SALL2-207,USP27X,USP27X-201,5.088525778942865,0.9243656401368707,0.07563435986312927,0.0,0,True
GTF2IRD1,bladder,GTF2IRD1-205,POFUT2,POFUT2-210,4.350671806449763,0.11548828529960607,0.8845117147003939,uterus,GTF2IRD1-205,ASAP3,0,4.168787227375918,0.8845117147003939,0.11548828529960609,0.0,0,True
KDM5C,bladder,KDM5C-214,QARS1,0,4.349752470419113,0.08211698805653027,0.9178830119434698,uterus,KDM5C-214,ABCD4,ABCD4-215,3.927712166611709,0.9178830119434698,0.08211698805653023,0.0,0,True
HIF3A,bladder,HIF3A-213,HIF3A,HIF3A-218,4.345176753401333,0.17411377731983263,0.8258862226801673,uterus,HIF3A-218,HIF3A,HIF3A-210,5.221215453973506,0.7423574050652436,0.2576425949347564,-1.51056344538949,Downregulated,True
RORA,bladder,RORA-203,USP8,USP8-202,4.332407408584616,0.10177683320207564,0.8982231667979244,uterus,RORA-207,CD209,CD209-203,4.150951002147959,0.9015009380863039,0.09849906191369606,0.0,0,True
KDM5B,bladder,KDM5B-203,GPR75,0,4.331607600267573,0.11002723446397623,0.8899727655360238,uterus,KDM5B-202,KDM5B,0,6.188101106558815,0.8900510813004249,0.10994891869957513,0.0,0,True
PHF20,bladder,PHF20-203,ATAD3B,ATAD3B-205,4.327444365511507,0.11409456154072242,0.8859054384592776,uterus,PHF20-203,DENND5A,DENND5A-201,4.772274856778235,0.8859054384592776,0.1140945615407224,0.0,0,True
LITAF,bladder,LITAF-213,DDX39A,DDX39A-204,4.326804287413335,0.16576381365113763,0.8342361863488623,uterus,LITAF-219,LITAF,0,4.350811701653747,0.8843897389542131,0.11561026104578687,0.0,0,True
ZNF32,bladder,ZNF32-201,PFKP,0,4.324851347544083,0.09748980766269244,0.9025101923373076,uterus,ZNF32-201,ZNF32,0,6.432031624357835,0.9025101923373077,0.09748980766269233,0.0,0,True
DMAP1,bladder,DMAP1-214,MGST3,MGST3-213,4.3204210112554895,0.09029003450910143,0.9097099654908986,uterus,DMAP1-214,BBS1,BBS1-216,5.155709806646979,0.9097099654908986,0.09029003450910145,0.0,0,True
NR2F6,bladder,NR2F6-201,MTX2,0,4.317647282882223,0.16289281319706256,0.8371071868029374,uterus,NR2F6-201,MAZ,0,5.876769664484058,0.8371071868029375,0.1628928131970625,0.0,0,True
RNF14,bladder,RNF14-203,ANO5,0,4.316790476042245,0.1197389120883975,0.8802610879116025,uterus,RNF14-203,RNF14,0,6.73870601422076,0.8802610879116025,0.11973891208839749,0.0,0,True
SRF,bladder,SRF-201,UBE2M,UBE2M-201,4.316535191880247,0.10087738273442301,0.899122617265577,uterus,SRF-201,SRF,0,6.4802493582115845,0.899122617265577,0.10087738273442304,0.0,0,True
AKNA,bladder,AKNA-202,UNKL,UNKL-212,4.311655732316709,0.06880286783434485,0.9311971321656551,uterus,AKNA-205,SHROOM3,SHROOM3-201,5.285234725716026,0.9539247700958831,0.04607522990411694,0.0,0,True
ZNF266,bladder,ZNF266-206,ANP32B,ANP32B-202,4.307823505553498,0.08232872684504557,0.9176712731549544,uterus,ZNF266-203,ZNF266,ZNF266-204,5.008715745487447,0.9097699467306679,0.09023005326933209,0.0,0,True
MED26,bladder,MED26-202,SECISBP2,SECISBP2-204,4.305945988090748,0.08282369386685307,0.9171763061331469,uterus,MED26-201,MED26,0,4.408783795853284,0.8893744340773986,0.11062556592260142,0.0,0,True
APEX1,bladder,APEX1-216,EI24,EI24-204,4.305474062737359,0.10143596542978607,0.8985640345702139,uterus,APEX1-201,PRMT5,PRMT5-202,4.375518110854847,0.8812775309258069,0.11872246907419315,0.0,0,True
ARID4B,bladder,ARID4B-202,CEP57,CEP57-210,4.304900024104753,0.10376002779356959,0.8962399722064304,uterus,ARID4B-202,GTF2I,GTF2I-217,4.134798369552362,0.8962399722064304,0.10376002779356963,0.0,0,True
ETV3,bladder,ETV3-202,ANP32A,ANP32A-203,4.2906718268294615,0.12958933324086033,0.8704106667591397,uterus,ETV3-202,SZRD1,SZRD1-202,5.071935502222424,0.8704106667591396,0.12958933324086042,0.0,0,True
MECOM,bladder,MECOM-206,AS3MT,0,4.287838084794188,0.23795124384313215,0.7620487561568678,uterus,MECOM-206,ROBO4,0,4.456752918731716,0.7620487561568677,0.23795124384313227,0.0,0,True
KLF4,bladder,KLF4-204,ZFYVE19,0,4.286534317160217,0.12327032410399817,0.8767296758960018,uterus,KLF4-205,KLF4,0,4.10500337232838,0.8603258564335438,0.13967414356645624,0.0,0,True
MID2,bladder,MID2-201,HLTF,HLTF-201,4.283920534479002,0.10858313564804833,0.8914168643519517,uterus,MID2-202,MID2,0,4.613881481392481,0.8858906351245978,0.11410936487540224,0.0,0,True
ELF1,bladder,ELF1-201,ADSS2,ADSS2-201,4.278842966132995,0.13761188864359766,0.8623881113564024,uterus,ELF1-202,FNBP1,FNBP1-203,5.0331539657474025,0.8633901552880464,0.1366098447119536,0.0,0,True
NPAS2,bladder,NPAS2-203,TUFT1,TUFT1-201,4.278033114402231,0.20669209373594696,0.793307906264053,uterus,NPAS2-201,NPAS2,NPAS2-203,5.491382900834711,0.7919450410680943,0.20805495893190573,0.0,0,True
NFYA,bladder,NFYA-201,STARD9,STARD9-203,4.276342231330625,0.10067016655439155,0.8993298334456085,uterus,NFYA-201,NFYA,0,7.019646578762299,0.8993298334456084,0.10067016655439165,0.0,0,True
URI1,bladder,URI1-206,RPL41,RPL41-204,4.273605755357416,0.14367607072963756,0.8563239292703624,uterus,URI1-206,RNASEH2B,0,3.989110172163976,0.8563239292703625,0.1436760707296375,0.0,0,True
CREBBP,bladder,CREBBP-204,LSG1,LSG1-204,4.271865931655194,0.0856804546889801,0.9143195453110199,uterus,CREBBP-201,PROCR,0,4.602108997545017,0.9141046664422314,0.08589533355776857,0.0,0,True
CC2D1A,bladder,CC2D1A-201,UBAC2,UBAC2-203,4.271734591622442,0.12991864856450586,0.8700813514354941,uterus,CC2D1A-205,RBM33,RBM33-206,4.592974833996531,0.8982537162649732,0.10174628373502681,0.0,0,True
TCF3,bladder,TCF3-217,APOD,APOD-201,4.265091271275979,0.0,0.0,uterus,TCF3-205,CPLX3,0,3.867803507803065,0.0,0.0,-3.6191701053922,Downregulated,True
CREG1,bladder,CREG1-201,RPS23,RPS23-204,4.263931229538863,0.21466691966922383,0.7853330803307762,uterus,CREG1-201,TMBIM4,0,4.309421855580863,0.7853330803307763,0.2146669196692237,0.0,0,True
PHF5A,bladder,PHF5A-201,THAP7,THAP7-204,4.260638228014233,0.10953745583445545,0.8904625441655445,uterus,PHF5A-201,PHF5A,0,4.864674275889401,0.8904625441655446,0.1095374558344554,0.0,0,True
GTF2B,bladder,GTF2B-201,HNRNPA1,HNRNPA1-205,4.252483701798071,0.11464627468603608,0.885353725313964,uterus,GTF2B-201,GTF2B,0,4.449199661235861,0.885353725313964,0.11464627468603605,0.0,0,True
FOXO1,bladder,FOXO1-201,TSPAN31,TSPAN31-203,4.249156908640094,0.049323257499776584,0.9506767425002234,uterus,FOXO1-201,OSGIN2,0,5.023540559778435,0.9506767425002235,0.04932325749977651,0.0,0,True
NR3C1,bladder,NR3C1-203,C3,C3-208,4.246798023632663,0.12916567538385518,0.8708343246161449,uterus,NR3C1-203,NR3C1,0,4.706657463296678,0.8708343246161449,0.12916567538385515,0.0,0,True
RORB,bladder,RORB-201,MGAT5,MGAT5-201,4.244921778584879,0.13785158112188145,0.8621484188781185,uterus,RORB-201,EPN3,0,4.8501248082949004,0.8621484188781185,0.13785158112188145,0.0,0,True
HOXD4,bladder,HOXD4-201,LIMS2,0,4.244716787800763,0.014217368366468124,0.9857826316335319,uterus,HOXD4-201,HOXD4,0,5.370490604176402,0.9857826316335317,0.014217368366468253,3.16662798850805,Upregulated,True
VHL,bladder,VHL-201,B3GALT9,B3GALT9-202,4.240751787549218,0.1264014319420715,0.8735985680579285,uterus,VHL-201,PDCL,0,4.898041717935818,0.8735985680579286,0.12640143194207143,0.0,0,True
BCL3,bladder,BCL3-201,RARA,0,4.240103368199252,0.15460861472799192,0.8453913852720081,uterus,BCL3-207,CDC7,CDC7-201,4.611986375895067,0.8726949190242662,0.1273050809757338,0.0,0,True
ZNF692,bladder,ZNF692-209,FBXO44,FBXO44-204,4.233948111759271,0.08054961531843764,0.9194503846815624,uterus,ZNF692-205,ATP6V1E1,0,5.786483711902557,0.905946793693894,0.09405320630610603,0.0,0,True
ZFPM2,bladder,ZFPM2-201,CDK3,CDK3-201,4.230839110544314,0.07777468617231896,0.922225313827681,uterus,ZFPM2-201,ADGRD1,ADGRD1-202,5.590279954583514,0.922225313827681,0.07777468617231897,0.0,0,True
CBFB,bladder,CBFB-202,IRF2BP1,0,4.224061332067667,0.10879051762707252,0.8912094823729275,uterus,CBFB-201,CBFB,0,3.875872799556925,0.8939694497955443,0.10603055020445573,0.0,0,True
PLSCR1,bladder,PLSCR1-201,ZFAT,ZFAT-205,4.223553076743926,0.0858025843652127,0.9141974156347873,uterus,PLSCR1-212,SF3B4,SF3B4-201,5.662557590908233,0.9268934455375134,0.0731065544624866,0.0,0,True
ZGLP1,bladder,ZGLP1-203,CRIP2,CRIP2-204,4.221510109815436,0.1203495180614359,0.8796504819385641,uterus,ZGLP1-201,ENSG00000167807,ENST00000452032,4.007283805519523,0.9045453434069293,0.09545465659307073,0.0,0,True
ZFP1,bladder,ZFP1-202,ZFP1,0,4.219532555812154,0.09813694394839953,0.9018630560516004,uterus,ZFP1-202,ZFP1,0,8.765681986493256,0.9018630560516006,0.09813694394839945,0.0,0,True
OSR2,bladder,OSR2-201,BTN3A3,BTN3A3-207,4.218118094207872,0.0,0.0,uterus,OSR2-210,KDM5C,KDM5C-208,4.512035010598794,0.0,0.0,2.643428801816,Upregulated,True
RBFOX2,bladder,RBFOX2-211,CLYBL,CLYBL-202,4.216285170544275,0.07003234023067455,0.9299676597693255,uterus,RBFOX2-205,RBFOX2,0,6.375108701704516,0.9225829626734001,0.07741703732659988,0.0,0,True
ZNF417,bladder,ZNF417-201,PLEKHA5,0,4.214844662638804,0.09550353028613899,0.904496469713861,uterus,ZNF417-201,ZNF611,0,4.203088557799737,0.9044964697138611,0.0955035302861389,0.0,0,True
ETV5,bladder,ETV5-201,NAV3,NAV3-215,4.214085365208533,0.07668585526315791,0.923314144736842,uterus,ETV5-201,ETV5,0,6.334381986922036,0.9233141447368421,0.07668585526315785,0.0,0,True
SND1,bladder,SND1-212,PNRC1,PNRC1-202,4.213167738239046,0.09629179331306992,0.9037082066869301,uterus,SND1-214,GARS1,GARS1-208,4.986149845858776,0.8979172499036009,0.10208275009639911,0.0,0,True
ZC3H8,bladder,ZC3H8-201,CACNA1A,0,4.207985910989074,0.0811098344610409,0.9188901655389591,uterus,ZC3H8-201,CIDEB,CIDEB-203,4.5030665517176205,0.9188901655389591,0.08110983446104092,0.0,0,True
BRD7,bladder,BRD7-202,UBE2D4,UBE2D4-207,4.20716577497398,0.10727308721446317,0.8927269127855368,uterus,BRD7-202,ATP6V1D,ATP6V1D-201,6.1461301379381945,0.892726912785537,0.10727308721446305,0.0,0,True
RYBP,bladder,RYBP-201,RYBP,0,4.203766953151805,0.09888357256778309,0.9011164274322169,uterus,RYBP-201,POGK,0,3.958925901117058,0.901116427432217,0.09888357256778302,0.0,0,True
JAZF1,bladder,JAZF1-201,CRELD1,CRELD1-206,4.202374058920455,0.06337432992479831,0.9366256700752017,uterus,JAZF1-201,ZFAND3,0,5.845365988567748,0.9366256700752016,0.06337432992479841,0.0,0,True
MEF2C,bladder,MEF2C-217,UBOX5,UBOX5-201,4.200860418267757,0.0,0.0,uterus,MEF2C-249,MEF2C,0,5.844270854572866,0.0,0.0,-3.20541421655291,Downregulated,True
DR1,bladder,DR1-201,TOP1,0,4.198935611488052,0.11384363686995264,0.8861563631300473,uterus,DR1-202,TMTC3,0,5.915095728071689,0.9029239242376751,0.09707607576232491,0.0,0,True
ZBED6,bladder,ZBED6-201,RAB9A,RAB9A-202,4.191778687056755,0.05085567952348185,0.9491443204765182,uterus,ZBED6-201,PRMT2,PRMT2-202,3.830322422507619,0.9491443204765181,0.05085567952348191,4.07633569603378,Upregulated,True
ATF2,bladder,ATF2-202,DTNA,DTNA-204,4.188917913689043,0.11271119789547915,0.8872888021045209,uterus,ATF2-220,NFAT5,0,3.832479867367152,0.9132218239745121,0.08677817602548787,0.0,0,True
HOXA9,bladder,HOXA9-202,IRS1,IRS1-201,4.184617939490695,0.1846481412408305,0.8153518587591695,uterus,HOXA9-201,HOXA9,0,4.181278119831846,0.8920404530427809,0.1079595469572191,0.0,0,True
SKI,bladder,SKI-201,AGO2,0,4.182393999972273,0.08743875358719791,0.9125612464128021,uterus,SKI-201,SKI,0,4.494725767186837,0.9125612464128021,0.08743875358719788,0.0,0,True
TRIM8,bladder,TRIM8-201,DUSP6,DUSP6-202,4.180620913148919,0.13734567901234573,0.8626543209876543,uterus,TRIM8-201,TRIM8,0,5.44173465387484,0.8626543209876544,0.13734567901234562,0.0,0,True
NFKBIE,bladder,NFKBIE-204,PLAU,PLAU-201,4.179109222992818,0.15837964317051767,0.8416203568294823,uterus,NFKBIE-204,NFKBIE,0,5.301005447033856,0.8416203568294823,0.15837964317051767,0.0,0,True
MRTFA,bladder,MRTFA-210,NTPCR,NTPCR-202,4.173113192816972,0.11480158445838749,0.8851984155416125,uterus,MRTFA-206,MRTFA,MRTFA-201,4.297552665126773,0.0,0.0,4.40103049556935,Upregulated,True
PBX1,bladder,PBX1-220,SFSWAP,SFSWAP-208,4.171307100375129,0.03378538471131064,0.9662146152886893,uterus,PBX1-220,SUFU,SUFU-203,5.629599803195678,0.9662146152886893,0.03378538471131065,1.65600224327417,Upregulated,True
TRIM5,bladder,TRIM5-202,CDK2AP1,0,4.1637157851923945,0.10009484974017657,0.8999051502598234,uterus,TRIM5-203,NPIPB5,NPIPB5-210,4.819930059085851,0.9309204673506909,0.0690795326493091,0.0,0,True
REL,bladder,REL-201,SMIM14,0,4.160872369832976,0.1688678894304104,0.8311321105695896,uterus,REL-202,RSPRY1,RSPRY1-210,4.560554801410206,0.7979222520107238,0.20207774798927625,0.0,0,True
RARG,bladder,RARG-202,ADAMTSL5,ADAMTSL5-201,4.159337723755383,0.15375269097788505,0.846247309022115,uterus,RARG-203,GALT,GALT-220,4.472055547137375,0.895745644455846,0.10425435554415396,0.0,0,True
ATF6,bladder,ATF6-201,SPTY2D1,0,4.157509429729922,0.11826747792324625,0.8817325220767538,uterus,ATF6-201,ATF6,0,4.804148886480898,0.8817325220767537,0.11826747792324632,0.0,0,True
YBX1,bladder,YBX1-201,SAP18,0,4.157252619202678,0.15106188579167293,0.8489381142083271,uterus,YBX1-201,CLPTM1L,CLPTM1L-201,4.687291292728857,0.848938114208327,0.151061885791673,0.0,0,True
ZNF746,bladder,ZNF746-203,RNF214,0,4.151023734660901,0.09597041074557133,0.9040295892544287,uterus,ZNF746-201,ZNF746,0,3.978306479722841,0.8792146772569638,0.12078532274303622,0.0,0,True
TLE1,bladder,TLE1-204,TLE1,TLE1-201,4.150738528236253,0.08846764867990185,0.9115323513200981,uterus,TLE1-203,TLE1,0,3.906817541278703,0.9277367455903063,0.07226325440969372,0.0,0,True
THAP1,bladder,THAP1-201,ARHGAP24,ARHGAP24-202,4.150664981432926,0.12259948296556182,0.8774005170344382,uterus,THAP1-201,THAP1,0,6.178179106140729,0.8774005170344382,0.12259948296556178,0.0,0,True
MEF2A,bladder,MEF2A-213,TMED5,TMED5-205,4.149827174203279,0.09339415220030849,0.9066058477996916,uterus,MEF2A-201,MEF2A,0,4.081810648066897,0.9260484908816157,0.07395150911838433,0.0,0,True
PIAS2,bladder,PIAS2-201,USP49,USP49-203,4.148224825720567,0.09893445473804022,0.9010655452619598,uterus,PIAS2-204,DOP1A,DOP1A-205,4.093329462528385,0.8965500775934105,0.10344992240658946,0.0,0,True
SOX7,bladder,SOX7-201,HDAC11,0,4.147526608744394,0.12323232323232317,0.8767676767676769,uterus,SOX7-201,SOX7,0,5.912392782778349,0.8767676767676768,0.12323232323232325,0.0,0,True
DOT1L,bladder,DOT1L-201,FAM229B,FAM229B-202,4.147085655626254,0.09162386332145366,0.9083761366785463,uterus,DOT1L-201,DOT1L,0,6.966398552161399,0.9083761366785463,0.09162386332145367,0.0,0,True
LYL1,bladder,LYL1-201,DCXR,DCXR-220,4.135493726315868,0.10837328731377048,0.8916267126862295,uterus,LYL1-201,LYL1,0,6.944712588247863,0.8916267126862295,0.1083732873137705,0.0,0,True
NCOA3,bladder,NCOA3-203,BAZ1A,BAZ1A-203,4.12838910577023,0.11376094089240686,0.8862390591075932,uterus,NCOA3-203,NCOA3,0,4.266387950105679,0.8862390591075932,0.11376094089240685,0.0,0,True
GLI2,bladder,GLI2-203,LDB3,LDB3-208,4.121810514214294,0.07686437120797776,0.9231356287920223,uterus,GLI2-203,GLI2,0,6.396368722568701,0.9231356287920223,0.07686437120797773,0.0,0,True
TBL1X,bladder,TBL1X-205,CLYBL,CLYBL-201,4.113169954850386,0.05619878056775714,0.9438012194322428,uterus,TBL1X-202,SLC37A3,SLC37A3-201,5.08474055430708,0.0,0.0,5.85875928872421,Upregulated,True
HOXA3,bladder,HOXA3-201,HSD17B8,0,4.111654827770492,0.103150867823765,0.896849132176235,uterus,HOXA3-201,HOXA3,0,5.305040841552932,0.896849132176235,0.10315086782376504,0.0,0,True
ZNF699,bladder,ZNF699-203,ASAH2,0,4.11064252867256,0.07902379991932228,0.9209762000806777,uterus,ZNF699-203,ZNF699,0,4.532636236200963,0.9209762000806777,0.07902379991932229,0.0,0,True
SIX5,bladder,SIX5-202,ZNF546,ZNF546-201,4.108812740860257,0.09532500274032661,0.9046749972596734,uterus,SIX5-202,PDXK,0,5.141595048628618,0.9046749972596734,0.09532500274032663,0.0,0,True
EID2B,bladder,EID2B-201,ZNF358,ZNF358-202,4.103845387821601,0.08244822256568782,0.9175517774343122,uterus,EID2B-201,EID2B,0,4.145515481981006,0.9175517774343123,0.08244822256568773,0.0,0,True
EZH2,bladder,EZH2-209,SPAG5,0,4.102605436690997,0.06622443338861247,0.9337755666113875,uterus,EZH2-209,HAUS5,HAUS5-201,5.657107437109249,0.9337755666113876,0.06622443338861239,0.0,0,True
CREBRF,bladder,CREBRF-204,PVRIG,0,4.099212662647471,0.09945076500588465,0.9005492349941153,uterus,CREBRF-201,CREBRF,0,6.696788172069294,0.8890524005886421,0.1109475994113579,0.0,0,True
ADNP,bladder,ADNP-205,SELENOM,SELENOM-209,4.094021067817456,0.0,0.0,uterus,ADNP-202,EPHB4,EPHB4-210,4.09138331207759,0.891286467310842,0.10871353268915795,-4.20645329876657,Downregulated,True
ZXDA,bladder,ZXDA-201,IRS1,IRS1-201,4.086331814292199,0.09501202105967917,0.9049879789403208,uterus,ZXDA-201,ZXDA,0,5.994603891993502,0.9049879789403208,0.09501202105967921,0.0,0,True
KDM5A,bladder,KDM5A-201,ACP2,0,4.085173414561259,0.11084208493634963,0.8891579150636504,uterus,KDM5A-201,KDM5A,0,5.171606010083145,0.8891579150636504,0.11084208493634962,0.0,0,True
IRF2BPL,bladder,IRF2BPL-201,STAT3,STAT3-212,4.081950807789466,0.1416760802033323,0.8583239197966677,uterus,IRF2BPL-201,ZRANB3,0,5.923303068208272,0.8583239197966677,0.14167608020333233,0.0,0,True
NAB1,bladder,NAB1-201,CX3CR1,CX3CR1-202,4.07978603889497,0.09054073575578633,0.9094592642442136,uterus,NAB1-201,NAB1,0,5.43098424285824,0.9094592642442137,0.09054073575578625,0.0,0,True
BATF,bladder,BATF-201,NFATC4,NFATC4-201,4.079684608699542,0.5127902198479557,0.4872097801520443,uterus,BATF-201,BATF,0,5.5843079203809785,0.48720978015204425,0.5127902198479557,-2.93843340983364,Downregulated,True
STAT6,bladder,STAT6-214,MESD,MESD-206,4.078320942875173,0.10680346496524577,0.8931965350347543,uterus,STAT6-217,TMEM94,TMEM94-209,5.404191096120967,0.8931068525756327,0.10689314742436729,0.0,0,True
POU2F2,bladder,POU2F2-202,WNK2,0,4.074621581057741,0.24283743202662125,0.7571625679733788,uterus,POU2F2-202,POU2F2,0,5.859149135609554,0.7571625679733788,0.24283743202662122,-1.52040722827808,Downregulated,True
FIZ1,bladder,FIZ1-204,GTDC1,GTDC1-207,4.070553645637672,0.08702252693437805,0.9129774730656219,uterus,FIZ1-201,FIZ1,0,6.002172638260304,0.8997955489423026,0.10020445105769737,0.0,0,True
